id_cliente,nome,sobrenome,tipo,email,telefone,cpf_cnpj,data_nascimento,data_cadastro,cidade,estado
701,Maria Alice,Nogueira,PF,mariaalice_nogueira@bol.com.br,+5571956626870,36512079868,2002-01-04,2024-08-14,Marques do Galho,SP
2425,Théo,Sampaio,PF,tho_sampaio@outlook.com,(21) 94518-7661,264.805.719-67,1964-04-03,2024-08-14,Azevedo Verde,CE
2530,Julia,Carvalho,PF,julia_carvalho@outlook.com,+5561951639827,25708694149,1969-04-17,2024-08-14,da Mota,PA
501,Sistemas Correia S/S,,PJ,sistemasco@comercio.net.br,+5547918578923,91.268.730/0001-23,2004-04-17,2024-08-15,Sousa,MT
788,Matheus,,PF,matheus96@bol.com.br,47962591277,79052643199,1964-11-20,2024-08-15,Freitas de da Rosa,DF
1329,Breno,Viana,PF,breno_viana@outlook.com,(13) 92607-2538,79358014601,1995-08-05,2024-08-15,Pereira,RO
1433,Luan,Dias,PF,luandias@yahoo.com.br,+5571937173187,805.139.472-05,,2024-08-15,Souza da Prata,RJ
2124,Marina,Campos,PF,mcampos@uol.com.br,+5521919162581,948_762_153_91,,2024-08-15,da Cruz,RJ
2800,Valentina,Pinto,PF,valentinapinto@ig.com.br,+5521998173565,19843567200,,2024-08-15,Araújo,PI
3416,Fonseca & Associados S/S,,PJ,f@comercio.net.br,+5561920879535,62.097.453/0001-35,1971-01-29,2024-08-15,Pastor,RS
317,Marcelo,Pinto,PF,mpinto@bol.com.br,21912087397,84360129505,1976-06-21,2024-08-16,Casa Grande do Norte,MA
857,Thiago,da Rocha,PF,thiago.darocha@hotmail.com,41948198589,24158973023,1990-03-15,2024-08-16,Aparecida de Borges,SC
1732,Lavínia,Souza,PF,lavnia19@bol.com.br,47922462914,645_913_782_09,1976-09-22,2024-08-16,Montenegro do Sul,TO
1929,Soares & Pereira S/S,,PJ,soarespere3@comercio.net.br,(11) 96333-3913,76508249000174,1982-02-11,2024-08-16,Montenegro do Amparo,CE
2590,Cauã,Brito,PF,cau_brito@outlook.com,71994116984,254_107_693_25,,2024-08-16,Viana de Pinto,AC
2642,Murilo,Abreu,PF,murilo_abreu@bol.com.br,+5561950676075,547_681_230_07,1983-06-28,2024-08-16,Pimenta,RN
1225,Arthur Miguel,Garcia,PF,arthurmiguelgarcia@hotmail.com,(51) 94444-7240,986_570_243_65,1986-11-17,2024-08-17,Vieira Alegre,CE
1514,Tecnologia Jesus Ltda.,,PJ,tecnologia@empresa.com.br,(21) 97628-5887,29.805.163/0001-23,1993-09-11,2024-08-17,Farias do Campo,MG
2497,Henrique,Costa,PF,henriquecosta@outlook.com,(51) 93465-8858,781.049.635-20,2003-12-06,2024-08-17,Santos,PB
3208,Vinicius,Cavalcanti,PF,viniciuscavalcanti@bol.com.br,+5521925093913,068_219_537_59,1965-01-01,2024-08-17,da Conceição,CE
452,Isaac,Mendes,PF,isaac_mendes@outlook.com,+5513911817237,845_723_691_19,,2024-08-18,Cavalcante de Vieira,MG
1642,Vinicius,Ferreira,PF,vinicius.ferreira@terra.com.br,+5571967748490,51498260306,1968-03-20,2024-08-18,Ferreira,RN
1957,Eduardo,Montenegro,PF,eduardo57@bol.com.br,21988885735,201.389.457-05,,2024-08-18,Duarte do Campo,DF
2460,Otto,Mendes,PF,otto_mendes@terra.com.br,,21347598014,1981-05-30,2024-08-18,da Rocha,TO
2539,Alana,Novais,PF,anovais@uol.com.br,11960134371,37540218690,1973-04-29,2024-08-18,Pastor da Serra,RS
1623,Marcelo,Peixoto,PF,mpeixoto@hotmail.com,+5561935251046,52168370940,1967-10-27,2024-08-19,da Conceição das Flores,CE
1919,Daniela,Caldeira,PF,daniela4@terra.com.br,41941623170,40582967120,2003-07-21,2024-08-19,Duarte da Mata,RS
1960,Elisa,Correia,PF,elisa_correia@gmail.com,41971016879,157_693_480_20,1986-10-12,2024-08-19,Costela do Norte,CE
2113,Ana Beatriz,,PF,anabeatriz@outlook.com,+5511985021337,607.248.935-47,1968-06-07,2024-08-19,Garcia da Prata,AL
2641,Catarina,Moraes,PF,catarina_moraes@ig.com.br,51943457190,253_870_914_88,1997-05-22,2024-08-19,Sousa Grande,PB
525,Mirella,Andrade,PF,mandrade@uol.com.br,41992018629,475_603_921_99,1971-01-19,2024-08-20,Macedo do Campo,AM
1237,Pinheiro & Carvalho S/S,,PJ,pinheiroca@empresa.com.br,(11) 96815-6064,80_492_157_0001_10,1958-10-27,2024-08-20,Mendonça,DF
1587,Luna,Novaes,PF,luna46@outlook.com,13940852356,436.891.257-82,1978-07-25,2024-08-20,Rocha de Goiás,PI
1708,Ravi,Santos,PF,ravisantos@uol.com.br,(51) 94087-8540,315_284_769_64,1981-07-08,2024-08-20,Pimenta,PI
3004,Alexia,Vargas,PF,alexiavargas@terra.com.br,51963665015,597.618.430-84,2008-02-11,2024-08-20,Brito de das Neves,MT
69,Sabrina,Costela,PF,sabrinacostela@hotmail.com,(21) 99827-3169,13657942882,1998-04-09,2024-08-21,Pacheco das Flores,PB
133,Serviços Silveira EIRELI,,PJ,serviossil@empresa.com.br,+5551959597005,49_381_675_0001_17,1972-03-25,2024-08-21,Costela,BA
400,Kevin,da Cruz,PF,kevin_dacruz@hotmail.com,(13) 93115-3263,75610349893,1992-10-08,2024-08-21,Nogueira,SP
1688,Matheus,Freitas,PF,matheus.freitas@bol.com.br,+5561931882311,638.012.479-96,1958-05-17,2024-08-21,Cardoso de Minas,RJ
2117,Importadora Costa S/S,,PJ,importador.@empresa.com.br,(21) 91488-8677,17_082_953_0001_49,,2024-08-21,Sousa do Sul,DF
3295,Soluções Gonçalves ME,,PJ,soluesgona_@empresa.com.br,(61) 93255-7014,38150462000168,1993-10-19,2024-08-21,Gomes Paulista,AP
596,Agatha,Freitas,PF,agatha86@hotmail.con,+5551968113195,608.173.249-50,1977-08-26,2024-08-22,Costa do Sul,AL
1143,Eduardo,Vieira,PF,eduardo23@uol.com.br,(51) 99726-7289,073.465.198-84,1994-03-25,2024-08-22,Machado,AC
1170,Castro & Melo S/A,,PJ,castromelo@empresa.com.br,13923712205,87291603000178,1961-04-15,2024-08-22,das Neves,PR
2403,Distribuidora Soares EIRELI,,PJ,distribuid@comercio.net.br,21926568154,38_674_120_0001_47,1986-07-21,2024-08-22,Nascimento das Flores,ES
2764,Arthur Gabriel,Pastor,PF,arthurgabrielpastor@ig.com.br,+5571940622447,97154803223,1968-07-14,2024-08-22,Mendes,PB
2826,Gustavo,Santos,PF,gsantos@terra.com.br,+5513914253526,015_729_846_94,1998-09-20,2024-08-22,Alves,RO
3114,Pedro Miguel,Barros,PF,pedromiguel_barros@outlook.com,51920575969,065_871_392_21,2005-01-12,2024-08-22,da Cruz,BA
3125,Maria Vitória,Albuquerque,PF,mariavitria_albuquerque@bol.com.br,(41) 92063-1355,48361027580,1993-03-01,2024-08-23,Cardoso do Campo,RS
1003,Lopes Consultoria e Soluções EIRELI,,PJ,lopesconsu@empresa.com.br,,97_435_860_0001_90,2005-02-05,2024-08-24,Aragão Grande,ES
1027,Francisco,Aragão,PF,franciscoarago@yahoo.com.br,+5521918375949,15327649016,,2024-08-24,Nascimento de Ramos,SP
2093,Clara,Abreu,PF,clara_abreu@hotmail.com,(71) 94984-7251,90846325160,2000-11-17,2024-08-24,Fogaça,RS
2573,Maysa,Gonçalves,PF,mgonalves@bol.com.br,,965.473.802-38,,2024-08-25,Silveira,CE
2976,Lorenzo,Farias,PF,lorenzo36@uol.com.br,,06439271822,1965-01-20,2024-08-25,Mendonça,CE
936,Gustavo,Sá,PF,gs@bol.com.br,13941116033,340_279_158_79,1994-02-15,2024-08-26,Oliveira,PE
1359,Mariane,,PF,mariane.@bol.com.br,,032.598.641-05,1981-04-16,2024-08-26,Andrade,AL
3428,Carlos Eduardo,Moraes,PF,marcosvinicius.dasneves@bol.com.br,,410_935_827_23,1981-11-03,2024-08-26,Gonçalves,AP
692,Antônio,Pereira,PF,antnio_pereira@ig.com.br,61933598919,85724963191,1960-08-04,2024-08-27,Câmara de Goiás,PR
1670,Maria Julia,Farias,PF,mariajuliafarias@hotmail.com,+5551978295656,360.978.152-12,,2024-08-27,Costa,PI
1735,Ryan,Teixeira,PF,rteixeira@ig.com.br,41918853455,983.074.615-10,1999-04-24,2024-08-27,Cavalcanti da Mata,PE
2268,Esther,Souza,PF,esouza@ig.com.br,+5521996388401,57396801230,1960-11-03,2024-08-27,Pires de da Rocha,GO
2556,Ayla,Almeida,PF,aylaalmeida@bol.com.br,+5571997015478,917.653.082-59,1992-12-02,2024-08-27,Alves da Mata,MS
1091,Ravi,Barros,PF,ravi_barros@ig.com.br,+5521994522546,68230149542,1983-02-06,2024-08-28,Rodrigues da Mata,RS
1704,Luara,Cunha,PF,luara38@uol.com.br,41912709463,764.081.953-93,1999-11-12,2024-08-28,Montenegro,MT
1755,Stella,Carvalho,PF,scarvalho@outlook.com,13923685499,275_389_416_73,1976-10-02,2024-08-28,Cardoso da Mata,TO
2334,Ísis,Sousa,PF,ssousa@outlook.com,(51) 92571-6495,19538740297,1987-10-25,2024-08-28,Mendonça,ES
2368,Mirella,Cirino,PF,mirellacirino@gmail.com,+5547989435125,837_562_094_74,1963-05-10,2024-08-28,Caldeira,SP
2525,Sophie,Gomes,PF,sophie.gomes@terra.com.br,13938041024,816_293_745_55,,2024-08-28,Martins,AL
2667,Sophia,Moreira,PF,smoreira@hotmail.com,(51) 91888-7284,48917256309,1993-12-01,2024-08-28,Azevedo Grande,PR
3429,Théo,Oliveira,PF,tho_oliveira@yahoo.com.br,,25439816089,1981-06-24,2024-08-28,Santos,AP
861,Tecnologia Fernandes Ltda.,,PJ,tecnologia.@comercio.net.br,21920541321,43_086_917_0001_63,,2024-08-29,Santos da Prata,SP
1363,Yasmin,Cavalcante,PF,yasmincavalcante@ig.com.br,+5547978887828,037.619.245-34,2002-07-01,2024-08-29,Rocha,AL
1376,Ravy,Cardoso,PF,ravy35@hotmail.com,(47) 93556-8552,273.649.105-06,,2024-08-29,Fogaça Paulista,DF
1792,Carlos Eduardo,Azevedo,PF,carloseduardoazevedo@outlook.com,(31) 91079-2065,06427918567,,2024-08-29,Nogueira,SP
1953,Juan,Sampaio,PF,rhavi.farias@gmail.com,+5551938634532,047_682_315_35,1982-09-16,2024-08-29,Cirino de Martins,PI
2381,Vicente,Pimenta,PF,vpimenta@outlook.com,(11) 93165-4718,186_204_935_15,1988-05-08,2024-08-29,Martins,RR
2473,Emanuelly,Cavalcante,PF,emanuelly_cavalcante@outlook.com,+5541918319612,18034675253,1979-11-26,2024-08-29,Barros de Duarte,BA
1946,Nina,Silva,PF,nsilva@bol.com.br,+5571918918060,874_695_201_20,1963-02-06,2024-08-30,Siqueira,MT
2894,Almeida & Associados S/S,,PJ,almeidaass.@comercio.net.br,+5511980722206,57681409000138,1972-10-28,2024-08-30,Fonseca Alegre,ES
3370,Costa & Associados EIRELI,,PJ,costaassoc76@empresa.com.br,(41) 99202-3023,49.078.652/0001-38,,2024-08-30,Nascimento,DF
74,Giovanna,da Costa,PF,giovanna.dacosta@yahoo.com.br,(11) 98043-3437,218_346_709_69,1992-03-17,2024-08-31,Garcia da Mata,AM
1425,Correia & Associados S.A.,,PJ,correiaass.@empresa.com.br,51937871421,12695740000179,2005-08-08,2024-08-31,Pacheco do Campo,CE
2185,Arthur Gabriel,Marques,PF,arthurgabriel95@yahoo.com.br,(71) 91012-7175,016.594.327-07,1979-06-04,2024-08-31,Nunes,AL
2275,Davi Luiz,Freitas,PF,daviluizfreitas@gmail.com,+5513954783001,301_795_462_52,1985-04-01,2024-08-31,da Costa,AC
2399,Josué,Borges,PF,josu_borges@gmail.com,21977351476,415_962_037_06,1972-04-29,2024-08-31,Peixoto de Minas,RR
3270,Bento,Costela,PF,bentocostela@gmail.com,+5547952611189,281.643.905-42,2004-03-29,2024-08-31,Melo,PE
913,Rodrigues & Costa Ltda.,,PJ,rodriguesc@empresa.com.br,(71) 94588-9207,36.428.701/0001-73,1977-12-15,2024-09-01,Pimenta,GO
1585,Benjamim,Gonçalves,PF,benjamim_gonalves@gmail.com,31932401746,761_580_492_20,1987-02-02,2024-09-01,Mendonça do Galho,SP
1705,Bernardo,Barros,PF,bernardo_barros@outlook.com,,742_195_038_97,2000-02-23,2024-09-01,Nunes,MS
1752,Silveira & Miranda S/S,,PJ,silveirami@empresa.com.br,(61) 96898-7828,65043721000124,2002-07-12,2024-09-01,Pacheco,CE
2259,Brenda,Viana,PF,brenda33@hotmail.con,41934205470,932_871_604_78,2007-07-20,2024-09-01,da Rocha de Azevedo,RO
2613,Luara,Marques,PF,luara_marques@bol.con.br,(11) 96263-1156,816_473_529_91,1998-12-07,2024-09-01,Sá,RO
2725,Fernanda,,PF,fernanda@ig.com.br,41924824881,196.835.247-37,1960-06-16,2024-09-01,Casa Grande do Norte,RJ
2847,Davi Lucas,Vasconcelos,PF,davilucasvasconcelos@hotmail.com,31955311854,386_590_241_33,1976-04-22,2024-09-01,Sampaio,PA
3180,Liz,Rezende,PF,lrezende@hotmail.com,+5541925229664,760.918.523-02,2004-11-03,2024-09-01,Peixoto de Cavalcante,SE
740,Henrique,Rios,PF,henrique.rios@terra.com.br,+5513984317465,074.923.816-03,1992-11-29,2024-09-02,Vargas do Galho,ES
1129,Luana,da Mota,PF,luana.damota@bol.com.br,+5551920387003,57016389286,,2024-09-02,Novais,PA
2369,Joaquim,Marques,PF,joaquim.marques@outlook.com,(31) 91252-1660,596_807_321_77,1991-09-25,2024-09-02,das Neves,AP
1217,Bella,da Conceição,PF,bella63@ig.com.br,21916636555,578.341.092-60,1964-11-22,2024-09-03,Silveira,AP
2720,Ana Vitória,Garcia,PF,anavitria.garcia@hotmail.com,,319_807_462_22,1987-10-26,2024-09-03,Fogaça,RO
747,Maria Cecília,Caldeira,PF,mcaldeira@hotmail.com,47994173696,30259478610,1956-12-10,2024-09-04,Machado,AP
2693,Enzo Gabriel,Garcia,PF,enzogabrielgarcia@outlook.com,+5547936942497,67348215017,1979-11-30,2024-09-04,Cassiano de Goiás,RO
39,Ravi,Sales,PF,alcia_dias@yahoo.com.br,47945532456,142.869.750-02,1965-07-13,2024-09-05,Cirino da Praia,TO
333,Ana Júlia,Siqueira,PF,anajlia_siqueira@outlook.com,47910047947,95671283400,,2024-09-05,Pacheco da Mata,AC
960,Ester,Costa,PF,ester_costa@hotmail.com,(31) 93696-2960,128_954_307_05,2007-06-09,2024-09-05,Novaes,MA
1653,Clara,Câmara,PF,clara12@terra.com.br,(47) 93689-9575,895.647.302-10,2006-10-06,2024-09-05,Rezende,CE
1956,Maitê,Pacheco,PF,mait_pacheco@yahoo.com.br,61950632776,512_493_678_91,1995-10-08,2024-09-05,Cavalcante,MA
2106,Larissa,Ferreira,PF,lferreira@uol.com.br,41989979478,562_130_894_89,1984-01-06,2024-09-05,Machado,RR
2163,João,Moura,PF,joo87@yahoo.com.br,(31) 93443-2481,59803246747,1956-07-22,2024-09-05,Teixeira das Pedras,RJ
3266,Pietra,Caldeira,PF,pcaldeira@uol.com.br,+5571933361466,153_670_928_02,2001-09-19,2024-09-05,Fogaça,PI
216,Mathias,Cavalcante,PF,mathias_cavalcante@uol.com.br,47917409776,21973680521,1972-07-28,2024-09-06,Nunes de Moura,RJ
2469,André,Novaes,PF,anovaes@yahoo.com.br,+5521948772341,178.950.342-60,1962-03-27,2024-09-06,da Paz,AP
1462,Luna,Rezende,PF,luna_rezende@ig.com.br,+5561992895817,132.598.647-09,1978-02-23,2024-09-07,Câmara,GO
1950,Cruz & Associados S.A.,,PJ,cruzassoci@empresa.com.br,+5547930178468,62590378000140,1981-02-21,2024-09-07,da Mata do Sul,RS
2134,Lucas Gabriel,Cardoso,PF,lucasgabriel83@outlook.com,+5551921851125,543_086_719_57,1959-11-07,2024-09-07,da Mota das Flores,RO
534,Rafael,Oliveira,PF,rafael.oliveira@yahoo.com.br,,586.927.043-00,,2024-09-08,Azevedo,ES
717,Bento,Sampaio,PF,bsampaio@ig.com.br,+5521917707240,038.529.467-00,1961-03-06,2024-09-08,Pastor do Campo,PR
815,Noah,da Mata,PF,noah.damata@yahoo.com.br,+5571925506099,109_834_756_01,2005-12-28,2024-09-08,Caldeira do Sul,SC
1977,Sabrina,Siqueira,PF,sabrina60@outlook.com,+5551913084016,096.753.142-06,1983-06-03,2024-09-08,Alves de Novaes,TO
2477,Matheus,Ribeiro,PF,matheusribeiro@yahoo.com.br,+5541930567145,581_743_092_41,1974-05-07,2024-09-08,Vasconcelos,RO
2859,Heloísa,Castro,PF,hcastro@outlook.com,41987167578,760.482.951-11,1964-03-05,2024-09-08,Costela Paulista,PR
3243,Antonella,da Paz,PF,ryansouza@terra.com.br,+5551950354650,083_952_741_14,1960-12-14,2024-09-08,Castro,PB
3447,José Miguel,da Mata,PF,josmiguel64@yahoo.com.br,(71) 95736-9996,791_385_264_09,1971-02-20,2024-09-08,Albuquerque,RO
1352,Moraes & Associados EPP,,PJ,moraesasso37@empresa.com.br,(71) 91843-5458,94_035_726_0001_03,1990-05-31,2024-09-09,Fernandes da Praia,RR
2843,Machado Soluções e Importadora S.A.,,PJ,machadosol.@comercio.net.br,(13) 98443-6109,21_803_749_0001_47,1978-07-01,2024-09-09,Casa Grande,BA
3070,Henry,da Luz,PF,henry25@bol.com.br,51945341442,01278934669,1997-01-12,2024-09-09,Vargas da Prata,AP
3461,Ana Júlia,Monteiro,PF,anajlia42@outlook.com,+5541964778785,95462078374,1972-02-01,2024-09-09,Sales,BA
3466,Luiz Otávio,Melo,PF,luizotvio.melo@hotmail.com,(71) 91767-8120,901.478.532-14,1977-07-28,2024-09-09,Campos das Pedras,GO
111,Saraiva Distribuidora e Informática Ltda.,,PJ,s@comercio.net.br,21976678180,02.958.146/0001-70,1968-01-01,2024-09-10,Lima,DF
358,Bruna,Rezende,PF,brunarezende@ig.com.br,(11) 92587-6770,216_397_508_86,1969-04-17,2024-09-10,Macedo de Minas,TO
529,Silveira & Associados EIRELI,,PJ,silveiraas32@empresa.com.br,+5561944386218,07361249000171,1998-09-06,2024-09-10,Vieira de Sampaio,PB
2628,Eduardo,Abreu,PF,eabreu@uol.com.br,47930019090,346.175.902-34,1983-01-05,2024-09-10,Gomes,MA
3229,Jesus & Associados S/S,,PJ,jesusassoc@empresa.com.br,(11) 92326-4274,96204815000161,1960-06-22,2024-09-10,Ribeiro da Serra,RO
3361,Beatriz,Barros,PF,bbarros@hotmail.com,(41) 96714-9774,639.457.120-25,1992-10-16,2024-09-10,da Rocha,AP
305,Alícia,Melo,PF,amelo@gmail.com,(11) 93210-2717,908.354.672-10,,2024-09-11,Viana de da Paz,SP
983,Distribuidora Gomes EI,,PJ,distribuid12@comercio.net.br,13984215278,37_429_185_0001_64,1957-10-25,2024-09-11,Souza,RS
2453,Mariah,Peixoto,PF,mariahpeixoto@outlook.com,31991692853,23980675130,1979-03-21,2024-09-11,Pastor,AC
2876,Importadora Jesus EIRELI,,PJ,importador42@comercio.net.br,(61) 92051-5576,91.806.327/0001-00,1964-05-18,2024-09-11,Araújo da Mata,PI
2988,Ryan,Porto,PF,ryan_porto@uol.com.br,(11) 93369-6644,03428769104,1996-12-15,2024-09-11,Vasconcelos,SE
256,Zoe,Mendonça,PF,zmendona@outlook.com,(13) 97864-7894,14259687085,1999-12-05,2024-09-12,Duarte Verde,BA
288,Mariana,Costa,PF,mariana.costa@yahoo.com.br,(61) 91492-4122,740_235_689_29,2001-07-23,2024-09-12,Albuquerque,AM
1351,Juliana,Guerra,PF,jguerra@terra.com.br,(41) 93346-9366,36214859709,1986-11-01,2024-09-12,Pastor,RN
2813,João Felipe,Abreu,PF,joofelipe40@outlook.com,(51) 91213-2214,96307185295,1956-08-19,2024-09-12,Araújo de Costela,RR
2848,Ian,Moreira,PF,ian_moreira@outlook.com,,680.197.253-77,2007-11-15,2024-09-12,Lima do Sul,RJ
3151,Pedro Miguel,Pinto,PF,fernandadacunha@hotmail.com,41948226523,82647953155,1957-10-19,2024-09-12,Costa de Lopes,RS
3185,Correia & Ramos EIRELI,,PJ,correiaram.@comercio.net.br,+5511949753023,59_381_764_0001_17,1973-09-05,2024-09-12,Vasconcelos de Macedo,PE
77,Luiz Otávio,Fonseca,PF,luizotvio_fonseca@bol.com.br,+5551922482938,21567403808,2001-10-06,2024-09-13,Monteiro,PA
1401,Antony,Nascimento,PF,antony_nascimento@ig.com.br,,26941385006,1992-04-09,2024-09-13,Garcia das Flores,RS
1437,Diogo,Fonseca,PF,diogofonseca@uol.com.br,(11) 97460-1434,517.649.203-25,1993-09-03,2024-09-13,Rios,SC
2600,Pinto & Associados Ltda.,,PJ,pintoassoc29@empresa.com.br,41939308671,87_491_603_0001_11,1985-03-25,2024-09-13,Vargas do Galho,MS
3029,Moreira & Associados ME,,PJ,m@empresa.com.br,+5531992616065,30_268_759_0001_10,1993-02-20,2024-09-13,Câmara da Serra,PE
3221,Dias Consultoria e Atacado EI,,PJ,diasconsul42@comercio.net.br,(41) 98431-8547,81_027_493_0001_55,1998-09-18,2024-09-13,Teixeira da Praia,GO
3456,Melo Consultoria e Importadora S/S,,PJ,meloconsul59@empresa.com.br,,76.342.980/0001-72,2001-05-11,2024-09-13,Ribeiro,MA
173,Theo,Duarte,PF,theo_duarte@ig.com.br,41913129226,031.295.847-14,2008-02-01,2024-09-14,da Rocha,RO
1898,Alice,Moura,PF,alicemoura@gmail.com,+5551910198592,216_789_305_12,1966-11-12,2024-09-14,Sampaio de Macedo,SE
2915,Arthur Miguel,Gonçalves,PF,agonalves@yahoo.com.br,(11) 95091-9889,248.379.106-96,2000-02-01,2024-09-14,Alves do Galho,AC
429,Luna,Silveira,PF,luna_silveira@uol.com.br,31968266602,069_417_852_76,1970-05-26,2024-09-15,Viana de Silveira,PB
838,Kamilly,Moraes,PF,kamilly.moraes@ig.com.br,61913153564,31694287564,1996-10-31,2024-09-15,Andrade de Goiás,PR
930,Theo,Nogueira,PF,theonogueira@bol.com.br,(61) 95277-1888,42783691582,1963-04-28,2024-09-15,Jesus,CE
2981,Henrique,Leão,PF,henrique.leo@outlook.com,+5513934271443,09127456811,1993-06-29,2024-09-15,Pinto,SC
90,Manuela,Sá,PF,manuelas@bol.con.br,,623.187.509-12,1994-04-01,2024-09-16,Leão,PR
447,Eloah,Pires,PF,epires@ig.com.br,+5511953136313,28634951782,1999-01-12,2024-09-16,Pastor,SP
665,Cardoso & Ribeiro S/A,,PJ,cardosorib@comercio.net.br,(41) 97955-4165,54.806.329/0001-73,1971-10-22,2024-09-16,Viana do Campo,AM
885,Henry Gabriel,Souza,PF,hsouza@yahoo.com.br,(11) 93227-8082,234_058_619_42,1995-11-19,2024-09-16,Rios de Barbosa,MG
1349,Aurora,Peixoto,PF,aurora61@yahoo.com.br,51932176790,674.392.510-16,1963-12-11,2024-09-16,Rocha,MG
1481,Ana Clara,Machado,PF,anaclara88@outlook.com,+5531933827387,63728905186,1964-10-22,2024-09-16,Araújo da Praia,TO
1992,Maria Clara,Mendes,PF,murilomachado@terra.com.br,+5551926947527,64918205305,1978-12-21,2024-09-16,Ramos de Goiás,ES
2041,Rafaela,Câmara,PF,rafaelacmara@hotmail.com,+5571928393514,904.152.637-43,1998-08-13,2024-09-16,Abreu de Rezende,SP
1299,Emilly,da Luz,PF,edaluz@outlook.com,+5511961633108,54627891300,1999-06-15,2024-09-17,Porto do Norte,PR
1994,Souza & Oliveira ME,,PJ,souzaolive94@empresa.com.br,21960585080,45.698.173/0001-63,,2024-09-17,Brito,RS
2510,Stephany,da Cruz,PF,sdacruz@uol.com.br,47919405569,874_316_902_31,1956-06-08,2024-09-17,Mendonça do Sul,BA
2739,Diogo,Lopes,PF,dlopes@bol.con.br,47914086384,054.218.639-05,2003-06-10,2024-09-17,Sales de da Costa,PE
3190,Luiz Miguel,Gomes,PF,luizmiguel.gomes@terra.com.br,61963847192,287.039.164-13,2006-12-11,2024-09-17,Sampaio Grande,AP
347,Vasconcelos & Cunha S.A.,,PJ,vasconcelo90@empresa.com.br,+5511994398537,34.526.108/0001-34,1961-01-26,2024-09-18,Fernandes da Serra,MG
504,Erick,da Rosa,PF,erick77@terra.com.br,41990076380,48069173548,1961-02-18,2024-09-18,Rios,SC
1336,Sara,Borges,PF,sara47@outlook.com,(31) 98211-3532,584.023.617-90,1977-01-11,2024-09-18,Azevedo da Serra,GO
2872,Isabel,Monteiro,PF,isabel_monteiro@bol.com.br,+5561988033953,14790862585,1974-02-23,2024-09-18,Rodrigues de Dias,BA
2980,Dante,Camargo,PF,dante.camargo@gmail.com,21946293722,932.605.178-12,1968-07-22,2024-09-18,Correia do Campo,TO
3351,Clarice,Carvalho,PF,clarice45@uol.com.br,31927092247,782_940_156_01,2005-01-21,2024-09-18,da Mota,BA
2459,Lorenzo,Cardoso,PF,lorenzocardoso@hotmail.com,,941_037_852_41,1958-05-11,2024-09-19,Cunha,MS
3169,Ramos & Associados S.A.,,PJ,ramosassoc.@comercio.net.br,(31) 99283-2220,06_728_954_0001_00,1987-11-17,2024-09-19,Rocha de Abreu,MT
3498,Paulo,Nascimento,PF,pnascimento@terra.com.br,,465_891_073_00,1970-08-22,2024-09-19,Oliveira,SP
1871,Bianca,Albuquerque,PF,balbuquerque@hotmail.com,(47) 91719-2602,461.358.970-39,1999-12-29,2024-09-20,Andrade de Albuquerque,RS
2293,Soares & Associados Ltda.,,PJ,soaresasso_@empresa.com.br,71997796493,12.906.548/0001-84,1996-04-19,2024-09-20,Fernandes,PB
2335,Arthur Miguel,Silva,PF,arthurmiguel.silva@ig.com.br,,913_652_470_07,1994-01-06,2024-09-20,da Luz,RO
3106,Diego,Brito,PF,diego.brito@yahoo.com.br,,954_132_768_00,1998-06-10,2024-09-20,Ramos do Amparo,SC
367,Valentina,Ramos,PF,vramos@ig.com.br,71994305765,902.453.687-10,,2024-09-21,Ferreira,PE
663,João Pedro,Melo,PF,joopedromelo@outlook.com,+5521984499032,376_194_250_80,,2024-09-21,Porto Paulista,DF
916,Teixeira & Silveira ME,,PJ,teixeirasi@empresa.com.br,21954787659,12_849_635_0001_47,1992-06-30,2024-09-21,Duarte Grande,DF
972,Vargas Informática e Tecnologia S.A.,,PJ,v@empresa.com.br,(21) 99163-9110,75.912.630/0001-31,1967-04-17,2024-09-21,Araújo,PB
1907,Letícia,Vieira,PF,letcia.vieira@ig.com.br,(51) 97169-2893,743_652_809_29,1983-04-04,2024-09-21,Duarte,AM
1908,João Felipe,Peixoto,PF,joofelipepeixoto@yahoo.com.br,+5531991415977,657_143_908_57,1993-01-18,2024-09-21,Brito,MA
2561,Almeida & Associados EIRELI,,PJ,almeidaass.@comercio.net.br,13929334088,46_152_987_0001_60,1985-09-24,2024-09-21,Fogaça da Serra,DF
3406,Lara,Macedo,PF,laramacedo@yahoo.com.br,(11) 99626-9780,091_547_236_80,1973-04-16,2024-09-21,Cassiano do Sul,RR
3430,Gustavo,Azevedo,PF,gazevedo@yahoo.com.br,(47) 92760-4172,971.054.836-01,1956-12-11,2024-09-21,da Rocha da Serra,RR
473,Eloah,Vasconcelos,PF,eloah.vasconcelos@bol.com.br,+5541923442924,41092638750,2000-02-18,2024-09-22,Rocha do Sul,AP
1448,Juan,Costela,PF,juancostela@uol.con.br,+5541936554624,685_403_791_39,1998-11-08,2024-09-22,Carvalho,RO
2229,Soluções Soares Ltda.,,PJ,soluessoar@comercio.net.br,(13) 97082-4432,86.475.931/0001-61,1959-05-21,2024-09-22,Teixeira,PR
2839,Fernando,Cassiano,PF,fernandocassiano@outlook.com,51986474224,605.392.184-05,2004-11-06,2024-09-22,Rocha de Gomes,MG
731,Souza & Associados EPP,,PJ,souzaassoc@empresa.com.br,(11) 93531-4697,49.362.801/0001-96,1984-02-08,2024-09-23,Costa,SC
