id_cliente,nome,sobrenome,tipo,telefone,data_nascimento,data_cadastro,cidade,estado,cpf_cnpj_normalizado,email_valido,idade,dias_desde_cadastro,cpf_cnpj_mascarado,email_mascarado
3416,Fonseca & Associados S/S,,PJ,+5561920879535,1971-01-29,2024-08-15,Pastor,RS,62097453000135,True,55.0,606,************35,f***@comercio.net.br
501,Sistemas Correia S/S,,PJ,+5547918578923,2004-04-17,2024-08-15,Sousa,MT,91268730000123,True,22.0,606,************23,s***@comercio.net.br
788,Matheus,,PF,47962591277,1964-11-20,2024-08-15,Freitas de da Rosa,DF,79052643199,True,61.0,606,*********99,m***@bol.com.br
1732,Lavínia,Souza,PF,47922462914,1976-09-22,2024-08-16,Montenegro do Sul,TO,64591378209,True,49.0,605,*********09,l***@bol.com.br
1929,Soares & Pereira S/S,,PJ,(11) 96333-3913,1982-02-11,2024-08-16,Montenegro do Amparo,CE,76508249000174,True,44.0,605,************74,s***@comercio.net.br
2590,Cauã,Brito,PF,71994116984,,2024-08-16,Viana de Pinto,AC,25410769325,True,,605,*********25,c***@outlook.com
2642,Murilo,Abreu,PF,+5561950676075,1983-06-28,2024-08-16,Pimenta,RN,54768123007,True,42.0,605,*********07,m***@bol.com.br
317,Marcelo,Pinto,PF,21912087397,1976-06-21,2024-08-16,Casa Grande do Norte,MA,84360129505,True,49.0,605,*********05,m***@bol.com.br
857,Thiago,da Rocha,PF,41948198589,1990-03-15,2024-08-16,Aparecida de Borges,SC,24158973023,True,36.0,605,*********23,t***@hotmail.com
1225,Arthur Miguel,Garcia,PF,(51) 94444-7240,1986-11-17,2024-08-17,Vieira Alegre,CE,98657024365,True,39.0,604,*********65,a***@hotmail.com
1514,Tecnologia Jesus Ltda.,,PJ,(21) 97628-5887,1993-09-11,2024-08-17,Farias do Campo,MG,29805163000123,True,32.0,604,************23,t***@empresa.com.br
2497,Henrique,Costa,PF,(51) 93465-8858,2003-12-06,2024-08-17,Santos,PB,78104963520,True,22.0,604,*********20,h***@outlook.com
3208,Vinicius,Cavalcanti,PF,+5521925093913,1965-01-01,2024-08-17,da Conceição,CE,06821953759,True,61.0,604,*********59,v***@bol.com.br
1642,Vinicius,Ferreira,PF,+5571967748490,1968-03-20,2024-08-18,Ferreira,RN,51498260306,True,58.0,603,*********06,v***@terra.com.br
1957,Eduardo,Montenegro,PF,21988885735,,2024-08-18,Duarte do Campo,DF,20138945705,True,,603,*********05,e***@bol.com.br
2460,Otto,Mendes,PF,,1981-05-30,2024-08-18,da Rocha,TO,21347598014,True,44.0,603,*********14,o***@terra.com.br
2539,Alana,Novais,PF,11960134371,1973-04-29,2024-08-18,Pastor da Serra,RS,37540218690,True,52.0,603,*********90,a***@uol.com.br
452,Isaac,Mendes,PF,+5513911817237,,2024-08-18,Cavalcante de Vieira,MG,84572369119,True,,603,*********19,i***@outlook.com
1623,Marcelo,Peixoto,PF,+5561935251046,1967-10-27,2024-08-19,da Conceição das Flores,CE,52168370940,True,58.0,602,*********40,m***@hotmail.com
1919,Daniela,Caldeira,PF,41941623170,2003-07-21,2024-08-19,Duarte da Mata,RS,40582967120,True,22.0,602,*********20,d***@terra.com.br
1960,Elisa,Correia,PF,41971016879,1986-10-12,2024-08-19,Costela do Norte,CE,15769348020,True,39.0,602,*********20,e***@gmail.com
2113,Ana Beatriz,,PF,+5511985021337,1968-06-07,2024-08-19,Garcia da Prata,AL,60724893547,True,57.0,602,*********47,a***@outlook.com
2641,Catarina,Moraes,PF,51943457190,1997-05-22,2024-08-19,Sousa Grande,PB,25387091488,True,28.0,602,*********88,c***@ig.com.br
1237,Pinheiro & Carvalho S/S,,PJ,(11) 96815-6064,1958-10-27,2024-08-20,Mendonça,DF,80492157000110,True,67.0,601,************10,p***@empresa.com.br
1587,Luna,Novaes,PF,13940852356,1978-07-25,2024-08-20,Rocha de Goiás,PI,43689125782,True,47.0,601,*********82,l***@outlook.com
1708,Ravi,Santos,PF,(51) 94087-8540,1981-07-08,2024-08-20,Pimenta,PI,31528476964,True,44.0,601,*********64,r***@uol.com.br
3004,Alexia,Vargas,PF,51963665015,2008-02-11,2024-08-20,Brito de das Neves,MT,59761843084,True,18.0,601,*********84,a***@terra.com.br
525,Mirella,Andrade,PF,41992018629,1971-01-19,2024-08-20,Macedo do Campo,AM,47560392199,True,55.0,601,*********99,m***@uol.com.br
133,Serviços Silveira EIRELI,,PJ,+5551959597005,1972-03-25,2024-08-21,Costela,BA,49381675000117,True,54.0,600,************17,s***@empresa.com.br
1688,Matheus,Freitas,PF,+5561931882311,1958-05-17,2024-08-21,Cardoso de Minas,RJ,63801247996,True,67.0,600,*********96,m***@bol.com.br
2117,Importadora Costa S/S,,PJ,(21) 91488-8677,,2024-08-21,Sousa do Sul,DF,17082953000149,True,,600,************49,i***@empresa.com.br
3295,Soluções Gonçalves ME,,PJ,(61) 93255-7014,1993-10-19,2024-08-21,Gomes Paulista,AP,38150462000168,True,32.0,600,************68,s***@empresa.com.br
400,Kevin,da Cruz,PF,(13) 93115-3263,1992-10-08,2024-08-21,Nogueira,SP,75610349893,True,33.0,600,*********93,k***@hotmail.com
69,Sabrina,Costela,PF,(21) 99827-3169,1998-04-09,2024-08-21,Pacheco das Flores,PB,13657942882,True,28.0,600,*********82,s***@hotmail.com
1143,Eduardo,Vieira,PF,(51) 99726-7289,1994-03-25,2024-08-22,Machado,AC,07346519884,True,32.0,599,*********84,e***@uol.com.br
1170,Castro & Melo S/A,,PJ,13923712205,1961-04-15,2024-08-22,das Neves,PR,87291603000178,True,65.0,599,************78,c***@empresa.com.br
2403,Distribuidora Soares EIRELI,,PJ,21926568154,1986-07-21,2024-08-22,Nascimento das Flores,ES,38674120000147,True,39.0,599,************47,d***@comercio.net.br
2764,Arthur Gabriel,Pastor,PF,+5571940622447,1968-07-14,2024-08-22,Mendes,PB,97154803223,True,57.0,599,*********23,a***@ig.com.br
2826,Gustavo,Santos,PF,+5513914253526,1998-09-20,2024-08-22,Alves,RO,01572984694,True,27.0,599,*********94,g***@terra.com.br
3114,Pedro Miguel,Barros,PF,51920575969,2005-01-12,2024-08-22,da Cruz,BA,06587139221,True,21.0,599,*********21,p***@outlook.com
596,Agatha,Freitas,PF,+5551968113195,1977-08-26,2024-08-22,Costa do Sul,AL,60817324950,True,48.0,599,*********50,a***@hotmail.com
3125,Maria Vitória,Albuquerque,PF,(41) 92063-1355,1993-03-01,2024-08-23,Cardoso do Campo,RS,48361027580,True,33.0,598,*********80,m***@bol.com.br
1003,Lopes Consultoria e Soluções EIRELI,,PJ,,2005-02-05,2024-08-24,Aragão Grande,ES,97435860000190,True,21.0,597,************90,l***@empresa.com.br
1027,Francisco,Aragão,PF,+5521918375949,,2024-08-24,Nascimento de Ramos,SP,15327649016,True,,597,*********16,f***@yahoo.com.br
2093,Clara,Abreu,PF,(71) 94984-7251,2000-11-17,2024-08-24,Fogaça,RS,90846325160,True,25.0,597,*********60,c***@hotmail.com
2573,Maysa,Gonçalves,PF,,,2024-08-25,Silveira,CE,96547380238,True,,596,*********38,m***@bol.com.br
2976,Lorenzo,Farias,PF,,1965-01-20,2024-08-25,Mendonça,CE,06439271822,True,61.0,596,*********22,l***@uol.com.br
1359,Mariane,,PF,,1981-04-16,2024-08-26,Andrade,AL,03259864105,True,45.0,595,*********05,m***@bol.com.br
3428,Carlos Eduardo,Moraes,PF,,1981-11-03,2024-08-26,Gonçalves,AP,41093582723,True,44.0,595,*********23,m***@bol.com.br
936,Gustavo,Sá,PF,13941116033,1994-02-15,2024-08-26,Oliveira,PE,34027915879,True,32.0,595,*********79,g***@bol.com.br
1670,Maria Julia,Farias,PF,+5551978295656,,2024-08-27,Costa,PI,36097815212,True,,594,*********12,m***@hotmail.com
1735,Ryan,Teixeira,PF,41918853455,1999-04-24,2024-08-27,Cavalcanti da Mata,PE,98307461510,True,26.0,594,*********10,r***@ig.com.br
2268,Esther,Souza,PF,+5521996388401,1960-11-03,2024-08-27,Pires de da Rocha,GO,57396801230,True,65.0,594,*********30,e***@ig.com.br
2556,Ayla,Almeida,PF,+5571997015478,1992-12-02,2024-08-27,Alves da Mata,MS,91765308259,True,33.0,594,*********59,a***@bol.com.br
692,Antônio,Pereira,PF,61933598919,1960-08-04,2024-08-27,Câmara de Goiás,PR,85724963191,True,65.0,594,*********91,a***@ig.com.br
1091,Ravi,Barros,PF,+5521994522546,1983-02-06,2024-08-28,Rodrigues da Mata,RS,68230149542,True,43.0,593,*********42,r***@ig.com.br
1704,Luara,Cunha,PF,41912709463,1999-11-12,2024-08-28,Montenegro,MT,76408195393,True,26.0,593,*********93,l***@uol.com.br
1755,Stella,Carvalho,PF,13923685499,1976-10-02,2024-08-28,Cardoso da Mata,TO,27538941673,True,49.0,593,*********73,s***@outlook.com
2334,Ísis,Sousa,PF,(51) 92571-6495,1987-10-25,2024-08-28,Mendonça,ES,19538740297,True,38.0,593,*********97,s***@outlook.com
2368,Mirella,Cirino,PF,+5547989435125,1963-05-10,2024-08-28,Caldeira,SP,83756209474,True,62.0,593,*********74,m***@gmail.com
2525,Sophie,Gomes,PF,13938041024,,2024-08-28,Martins,AL,81629374555,True,,593,*********55,s***@terra.com.br
2667,Sophia,Moreira,PF,(51) 91888-7284,1993-12-01,2024-08-28,Azevedo Grande,PR,48917256309,True,32.0,593,*********09,s***@hotmail.com
3429,Théo,Oliveira,PF,,1981-06-24,2024-08-28,Santos,AP,25439816089,True,44.0,593,*********89,t***@yahoo.com.br
1363,Yasmin,Cavalcante,PF,+5547978887828,2002-07-01,2024-08-29,Rocha,AL,03761924534,True,23.0,592,*********34,y***@ig.com.br
1376,Ravy,Cardoso,PF,(47) 93556-8552,,2024-08-29,Fogaça Paulista,DF,27364910506,True,,592,*********06,r***@hotmail.com
1792,Carlos Eduardo,Azevedo,PF,(31) 91079-2065,,2024-08-29,Nogueira,SP,06427918567,True,,592,*********67,c***@outlook.com
1953,Juan,Sampaio,PF,+5551938634532,1982-09-16,2024-08-29,Cirino de Martins,PI,04768231535,True,43.0,592,*********35,r***@gmail.com
2381,Vicente,Pimenta,PF,(11) 93165-4718,1988-05-08,2024-08-29,Martins,RR,18620493515,True,37.0,592,*********15,v***@outlook.com
2473,Emanuelly,Cavalcante,PF,+5541918319612,1979-11-26,2024-08-29,Barros de Duarte,BA,18034675253,True,46.0,592,*********53,e***@outlook.com
861,Tecnologia Fernandes Ltda.,,PJ,21920541321,,2024-08-29,Santos da Prata,SP,43086917000163,True,,592,************63,t***@comercio.net.br
1946,Nina,Silva,PF,+5571918918060,1963-02-06,2024-08-30,Siqueira,MT,87469520120,True,63.0,591,*********20,n***@bol.com.br
2894,Almeida & Associados S/S,,PJ,+5511980722206,1972-10-28,2024-08-30,Fonseca Alegre,ES,57681409000138,True,53.0,591,************38,a***@comercio.net.br
3370,Costa & Associados EIRELI,,PJ,(41) 99202-3023,,2024-08-30,Nascimento,DF,49078652000138,True,,591,************38,c***@empresa.com.br
1425,Correia & Associados S.A.,,PJ,51937871421,2005-08-08,2024-08-31,Pacheco do Campo,CE,12695740000179,True,20.0,590,************79,c***@empresa.com.br
2185,Arthur Gabriel,Marques,PF,(71) 91012-7175,1979-06-04,2024-08-31,Nunes,AL,01659432707,True,46.0,590,*********07,a***@yahoo.com.br
2275,Davi Luiz,Freitas,PF,+5513954783001,1985-04-01,2024-08-31,da Costa,AC,30179546252,True,41.0,590,*********52,d***@gmail.com
2399,Josué,Borges,PF,21977351476,1972-04-29,2024-08-31,Peixoto de Minas,RR,41596203706,True,53.0,590,*********06,j***@gmail.com
3270,Bento,Costela,PF,+5547952611189,2004-03-29,2024-08-31,Melo,PE,28164390542,True,22.0,590,*********42,b***@gmail.com
74,Giovanna,da Costa,PF,(11) 98043-3437,1992-03-17,2024-08-31,Garcia da Mata,AM,21834670969,True,34.0,590,*********69,g***@yahoo.com.br
1585,Benjamim,Gonçalves,PF,31932401746,1987-02-02,2024-09-01,Mendonça do Galho,SP,76158049220,True,39.0,589,*********20,b***@gmail.com
1705,Bernardo,Barros,PF,,2000-02-23,2024-09-01,Nunes,MS,74219503897,True,26.0,589,*********97,b***@outlook.com
1752,Silveira & Miranda S/S,,PJ,(61) 96898-7828,2002-07-12,2024-09-01,Pacheco,CE,65043721000124,True,23.0,589,************24,s***@empresa.com.br
2259,Brenda,Viana,PF,41934205470,2007-07-20,2024-09-01,da Rocha de Azevedo,RO,93287160478,True,18.0,589,*********78,b***@hotmail.com
2613,Luara,Marques,PF,(11) 96263-1156,1998-12-07,2024-09-01,Sá,RO,81647352991,True,27.0,589,*********91,l***@bol.con.br
2725,Fernanda,,PF,41924824881,1960-06-16,2024-09-01,Casa Grande do Norte,RJ,19683524737,True,65.0,589,*********37,f***@ig.com.br
2847,Davi Lucas,Vasconcelos,PF,31955311854,1976-04-22,2024-09-01,Sampaio,PA,38659024133,True,50.0,589,*********33,d***@hotmail.com
3180,Liz,Rezende,PF,+5541925229664,2004-11-03,2024-09-01,Peixoto de Cavalcante,SE,76091852302,True,21.0,589,*********02,l***@hotmail.com
913,Rodrigues & Costa Ltda.,,PJ,(71) 94588-9207,1977-12-15,2024-09-01,Pimenta,GO,36428701000173,True,48.0,589,************73,r***@empresa.com.br
1129,Luana,da Mota,PF,+5551920387003,,2024-09-02,Novais,PA,57016389286,True,,588,*********86,l***@bol.com.br
2369,Joaquim,Marques,PF,(31) 91252-1660,1991-09-25,2024-09-02,das Neves,AP,59680732177,True,34.0,588,*********77,j***@outlook.com
740,Henrique,Rios,PF,+5513984317465,1992-11-29,2024-09-02,Vargas do Galho,ES,07492381603,True,33.0,588,*********03,h***@terra.com.br
1217,Bella,da Conceição,PF,21916636555,1964-11-22,2024-09-03,Silveira,AP,57834109260,True,61.0,587,*********60,b***@ig.com.br
2720,Ana Vitória,Garcia,PF,,1987-10-26,2024-09-03,Fogaça,RO,31980746222,True,38.0,587,*********22,a***@hotmail.com
2693,Enzo Gabriel,Garcia,PF,+5547936942497,1979-11-30,2024-09-04,Cassiano de Goiás,RO,67348215017,True,46.0,586,*********17,e***@outlook.com
747,Maria Cecília,Caldeira,PF,47994173696,1956-12-10,2024-09-04,Machado,AP,30259478610,True,69.0,586,*********10,m***@hotmail.com
1653,Clara,Câmara,PF,(47) 93689-9575,2006-10-06,2024-09-05,Rezende,CE,89564730210,True,19.0,585,*********10,c***@terra.com.br
1956,Maitê,Pacheco,PF,61950632776,1995-10-08,2024-09-05,Cavalcante,MA,51249367891,True,30.0,585,*********91,m***@yahoo.com.br
2106,Larissa,Ferreira,PF,41989979478,1984-01-06,2024-09-05,Machado,RR,56213089489,True,42.0,585,*********89,l***@uol.com.br
2163,João,Moura,PF,(31) 93443-2481,1956-07-22,2024-09-05,Teixeira das Pedras,RJ,59803246747,True,69.0,585,*********47,j***@yahoo.com.br
3266,Pietra,Caldeira,PF,+5571933361466,2001-09-19,2024-09-05,Fogaça,PI,15367092802,True,24.0,585,*********02,p***@uol.com.br
333,Ana Júlia,Siqueira,PF,47910047947,,2024-09-05,Pacheco da Mata,AC,95671283400,True,,585,*********00,a***@outlook.com
39,Ravi,Sales,PF,47945532456,1965-07-13,2024-09-05,Cirino da Praia,TO,14286975002,True,60.0,585,*********02,a***@yahoo.com.br
960,Ester,Costa,PF,(31) 93696-2960,2007-06-09,2024-09-05,Novaes,MA,12895430705,True,18.0,585,*********05,e***@hotmail.com
216,Mathias,Cavalcante,PF,47917409776,1972-07-28,2024-09-06,Nunes de Moura,RJ,21973680521,True,53.0,584,*********21,m***@uol.com.br
2469,André,Novaes,PF,+5521948772341,1962-03-27,2024-09-06,da Paz,AP,17895034260,True,64.0,584,*********60,a***@yahoo.com.br
1462,Luna,Rezende,PF,+5561992895817,1978-02-23,2024-09-07,Câmara,GO,13259864709,True,48.0,583,*********09,l***@ig.com.br
1950,Cruz & Associados S.A.,,PJ,+5547930178468,1981-02-21,2024-09-07,da Mata do Sul,RS,62590378000140,True,45.0,583,************40,c***@empresa.com.br
2134,Lucas Gabriel,Cardoso,PF,+5551921851125,1959-11-07,2024-09-07,da Mota das Flores,RO,54308671957,True,66.0,583,*********57,l***@outlook.com
1977,Sabrina,Siqueira,PF,+5551913084016,1983-06-03,2024-09-08,Alves de Novaes,TO,09675314206,True,42.0,582,*********06,s***@outlook.com
2477,Matheus,Ribeiro,PF,+5541930567145,1974-05-07,2024-09-08,Vasconcelos,RO,58174309241,True,51.0,582,*********41,m***@yahoo.com.br
2859,Heloísa,Castro,PF,41987167578,1964-03-05,2024-09-08,Costela Paulista,PR,76048295111,True,62.0,582,*********11,h***@outlook.com
3243,Antonella,da Paz,PF,+5551950354650,1960-12-14,2024-09-08,Castro,PB,08395274114,True,65.0,582,*********14,r***@terra.com.br
3447,José Miguel,da Mata,PF,(71) 95736-9996,1971-02-20,2024-09-08,Albuquerque,RO,79138526409,True,55.0,582,*********09,j***@yahoo.com.br
534,Rafael,Oliveira,PF,,,2024-09-08,Azevedo,ES,58692704300,True,,582,*********00,r***@yahoo.com.br
717,Bento,Sampaio,PF,+5521917707240,1961-03-06,2024-09-08,Pastor do Campo,PR,03852946700,True,65.0,582,*********00,b***@ig.com.br
815,Noah,da Mata,PF,+5571925506099,2005-12-28,2024-09-08,Caldeira do Sul,SC,10983475601,True,20.0,582,*********01,n***@yahoo.com.br
1352,Moraes & Associados EPP,,PJ,(71) 91843-5458,1990-05-31,2024-09-09,Fernandes da Praia,RR,94035726000103,True,35.0,581,************03,m***@empresa.com.br
2843,Machado Soluções e Importadora S.A.,,PJ,(13) 98443-6109,1978-07-01,2024-09-09,Casa Grande,BA,21803749000147,True,47.0,581,************47,m***@comercio.net.br
3070,Henry,da Luz,PF,51945341442,1997-01-12,2024-09-09,Vargas da Prata,AP,01278934669,True,29.0,581,*********69,h***@bol.com.br
3461,Ana Júlia,Monteiro,PF,+5541964778785,1972-02-01,2024-09-09,Sales,BA,95462078374,True,54.0,581,*********74,a***@outlook.com
3466,Luiz Otávio,Melo,PF,(71) 91767-8120,1977-07-28,2024-09-09,Campos das Pedras,GO,90147853214,True,48.0,581,*********14,l***@hotmail.com
111,Saraiva Distribuidora e Informática Ltda.,,PJ,21976678180,1968-01-01,2024-09-10,Lima,DF,02958146000170,True,58.0,580,************70,s***@comercio.net.br
2628,Eduardo,Abreu,PF,47930019090,1983-01-05,2024-09-10,Gomes,MA,34617590234,True,43.0,580,*********34,e***@uol.com.br
3229,Jesus & Associados S/S,,PJ,(11) 92326-4274,1960-06-22,2024-09-10,Ribeiro da Serra,RO,96204815000161,True,65.0,580,************61,j***@empresa.com.br
3361,Beatriz,Barros,PF,(41) 96714-9774,1992-10-16,2024-09-10,da Rocha,AP,63945712025,True,33.0,580,*********25,b***@hotmail.com
358,Bruna,Rezende,PF,(11) 92587-6770,1969-04-17,2024-09-10,Macedo de Minas,TO,21639750886,True,57.0,580,*********86,b***@ig.com.br
529,Silveira & Associados EIRELI,,PJ,+5561944386218,1998-09-06,2024-09-10,Vieira de Sampaio,PB,07361249000171,True,27.0,580,************71,s***@empresa.com.br
2453,Mariah,Peixoto,PF,31991692853,1979-03-21,2024-09-11,Pastor,AC,23980675130,True,47.0,579,*********30,m***@outlook.com
2876,Importadora Jesus EIRELI,,PJ,(61) 92051-5576,1964-05-18,2024-09-11,Araújo da Mata,PI,91806327000100,True,61.0,579,************00,i***@comercio.net.br
2988,Ryan,Porto,PF,(11) 93369-6644,1996-12-15,2024-09-11,Vasconcelos,SE,03428769104,True,29.0,579,*********04,r***@uol.com.br
305,Alícia,Melo,PF,(11) 93210-2717,,2024-09-11,Viana de da Paz,SP,90835467210,True,,579,*********10,a***@gmail.com
983,Distribuidora Gomes EI,,PJ,13984215278,1957-10-25,2024-09-11,Souza,RS,37429185000164,True,68.0,579,************64,d***@comercio.net.br
1351,Juliana,Guerra,PF,(41) 93346-9366,1986-11-01,2024-09-12,Pastor,RN,36214859709,True,39.0,578,*********09,j***@terra.com.br
256,Zoe,Mendonça,PF,(13) 97864-7894,1999-12-05,2024-09-12,Duarte Verde,BA,14259687085,True,26.0,578,*********85,z***@outlook.com
2813,João Felipe,Abreu,PF,(51) 91213-2214,1956-08-19,2024-09-12,Araújo de Costela,RR,96307185295,True,69.0,578,*********95,j***@outlook.com
2848,Ian,Moreira,PF,,2007-11-15,2024-09-12,Lima do Sul,RJ,68019725377,True,18.0,578,*********77,i***@outlook.com
288,Mariana,Costa,PF,(61) 91492-4122,2001-07-23,2024-09-12,Albuquerque,AM,74023568929,True,24.0,578,*********29,m***@yahoo.com.br
3151,Pedro Miguel,Pinto,PF,41948226523,1957-10-19,2024-09-12,Costa de Lopes,RS,82647953155,True,68.0,578,*********55,f***@hotmail.com
3185,Correia & Ramos EIRELI,,PJ,+5511949753023,1973-09-05,2024-09-12,Vasconcelos de Macedo,PE,59381764000117,True,52.0,578,************17,c***@comercio.net.br
1401,Antony,Nascimento,PF,,1992-04-09,2024-09-13,Garcia das Flores,RS,26941385006,True,34.0,577,*********06,a***@ig.com.br
1437,Diogo,Fonseca,PF,(11) 97460-1434,1993-09-03,2024-09-13,Rios,SC,51764920325,True,32.0,577,*********25,d***@uol.com.br
2600,Pinto & Associados Ltda.,,PJ,41939308671,1985-03-25,2024-09-13,Vargas do Galho,MS,87491603000111,True,41.0,577,************11,p***@empresa.com.br
3029,Moreira & Associados ME,,PJ,+5531992616065,1993-02-20,2024-09-13,Câmara da Serra,PE,30268759000110,True,33.0,577,************10,m***@empresa.com.br
3221,Dias Consultoria e Atacado EI,,PJ,(41) 98431-8547,1998-09-18,2024-09-13,Teixeira da Praia,GO,81027493000155,True,27.0,577,************55,d***@comercio.net.br
3456,Melo Consultoria e Importadora S/S,,PJ,,2001-05-11,2024-09-13,Ribeiro,MA,76342980000172,True,24.0,577,************72,m***@empresa.com.br
77,Luiz Otávio,Fonseca,PF,+5551922482938,2001-10-06,2024-09-13,Monteiro,PA,21567403808,True,24.0,577,*********08,l***@bol.com.br
173,Theo,Duarte,PF,41913129226,2008-02-01,2024-09-14,da Rocha,RO,03129584714,True,18.0,576,*********14,t***@ig.com.br
1898,Alice,Moura,PF,+5551910198592,1966-11-12,2024-09-14,Sampaio de Macedo,SE,21678930512,True,59.0,576,*********12,a***@gmail.com
2915,Arthur Miguel,Gonçalves,PF,(11) 95091-9889,2000-02-01,2024-09-14,Alves do Galho,AC,24837910696,True,26.0,576,*********96,a***@yahoo.com.br
2981,Henrique,Leão,PF,+5513934271443,1993-06-29,2024-09-15,Pinto,SC,09127456811,True,32.0,575,*********11,h***@outlook.com
429,Luna,Silveira,PF,31968266602,1970-05-26,2024-09-15,Viana de Silveira,PB,06941785276,True,55.0,575,*********76,l***@uol.com.br
838,Kamilly,Moraes,PF,61913153564,1996-10-31,2024-09-15,Andrade de Goiás,PR,31694287564,True,29.0,575,*********64,k***@ig.com.br
930,Theo,Nogueira,PF,(61) 95277-1888,1963-04-28,2024-09-15,Jesus,CE,42783691582,True,63.0,575,*********82,t***@bol.com.br
1349,Aurora,Peixoto,PF,51932176790,1963-12-11,2024-09-16,Rocha,MG,67439251016,True,62.0,574,*********16,a***@yahoo.com.br
1481,Ana Clara,Machado,PF,+5531933827387,1964-10-22,2024-09-16,Araújo da Praia,TO,63728905186,True,61.0,574,*********86,a***@outlook.com
1992,Maria Clara,Mendes,PF,+5551926947527,1978-12-21,2024-09-16,Ramos de Goiás,ES,64918205305,True,47.0,574,*********05,m***@terra.com.br
2041,Rafaela,Câmara,PF,+5571928393514,1998-08-13,2024-09-16,Abreu de Rezende,SP,90415263743,True,27.0,574,*********43,r***@hotmail.com
447,Eloah,Pires,PF,+5511953136313,1999-01-12,2024-09-16,Pastor,SP,28634951782,True,27.0,574,*********82,e***@ig.com.br
665,Cardoso & Ribeiro S/A,,PJ,(41) 97955-4165,1971-10-22,2024-09-16,Viana do Campo,AM,54806329000173,True,54.0,574,************73,c***@comercio.net.br
885,Henry Gabriel,Souza,PF,(11) 93227-8082,1995-11-19,2024-09-16,Rios de Barbosa,MG,23405861942,True,30.0,574,*********42,h***@yahoo.com.br
90,Manuela,Sá,PF,,1994-04-01,2024-09-16,Leão,PR,62318750912,True,32.0,574,*********12,m***@bol.con.br
1299,Emilly,da Luz,PF,+5511961633108,1999-06-15,2024-09-17,Porto do Norte,PR,54627891300,True,26.0,573,*********00,e***@outlook.com
1994,Souza & Oliveira ME,,PJ,21960585080,,2024-09-17,Brito,RS,45698173000163,True,,573,************63,s***@empresa.com.br
2510,Stephany,da Cruz,PF,47919405569,1956-06-08,2024-09-17,Mendonça do Sul,BA,87431690231,True,69.0,573,*********31,s***@uol.com.br
2739,Diogo,Lopes,PF,47914086384,2003-06-10,2024-09-17,Sales de da Costa,PE,05421863905,True,22.0,573,*********05,d***@bol.con.br
3190,Luiz Miguel,Gomes,PF,61963847192,2006-12-11,2024-09-17,Sampaio Grande,AP,28703916413,True,19.0,573,*********13,l***@terra.com.br
1336,Sara,Borges,PF,(31) 98211-3532,1977-01-11,2024-09-18,Azevedo da Serra,GO,58402361790,True,49.0,572,*********90,s***@outlook.com
2872,Isabel,Monteiro,PF,+5561988033953,1974-02-23,2024-09-18,Rodrigues de Dias,BA,14790862585,True,52.0,572,*********85,i***@bol.com.br
2980,Dante,Camargo,PF,21946293722,1968-07-22,2024-09-18,Correia do Campo,TO,93260517812,True,57.0,572,*********12,d***@gmail.com
3351,Clarice,Carvalho,PF,31927092247,2005-01-21,2024-09-18,da Mota,BA,78294015601,True,21.0,572,*********01,c***@uol.com.br
347,Vasconcelos & Cunha S.A.,,PJ,+5511994398537,1961-01-26,2024-09-18,Fernandes da Serra,MG,34526108000134,True,65.0,572,************34,v***@empresa.com.br
504,Erick,da Rosa,PF,41990076380,1961-02-18,2024-09-18,Rios,SC,48069173548,True,65.0,572,*********48,e***@terra.com.br
2459,Lorenzo,Cardoso,PF,,1958-05-11,2024-09-19,Cunha,MS,94103785241,True,67.0,571,*********41,l***@hotmail.com
3169,Ramos & Associados S.A.,,PJ,(31) 99283-2220,1987-11-17,2024-09-19,Rocha de Abreu,MT,06728954000100,True,38.0,571,************00,r***@comercio.net.br
3498,Paulo,Nascimento,PF,,1970-08-22,2024-09-19,Oliveira,SP,46589107300,True,55.0,571,*********00,p***@terra.com.br
1871,Bianca,Albuquerque,PF,(47) 91719-2602,1999-12-29,2024-09-20,Andrade de Albuquerque,RS,46135897039,True,26.0,570,*********39,b***@hotmail.com
2293,Soares & Associados Ltda.,,PJ,71997796493,1996-04-19,2024-09-20,Fernandes,PB,12906548000184,True,30.0,570,************84,s***@empresa.com.br
2335,Arthur Miguel,Silva,PF,,1994-01-06,2024-09-20,da Luz,RO,91365247007,True,32.0,570,*********07,a***@ig.com.br
3106,Diego,Brito,PF,,1998-06-10,2024-09-20,Ramos do Amparo,SC,95413276800,True,27.0,570,*********00,d***@yahoo.com.br
1907,Letícia,Vieira,PF,(51) 97169-2893,1983-04-04,2024-09-21,Duarte,AM,74365280929,True,43.0,569,*********29,l***@ig.com.br
1908,João Felipe,Peixoto,PF,+5531991415977,1993-01-18,2024-09-21,Brito,MA,65714390857,True,33.0,569,*********57,j***@yahoo.com.br
2561,Almeida & Associados EIRELI,,PJ,13929334088,1985-09-24,2024-09-21,Fogaça da Serra,DF,46152987000160,True,40.0,569,************60,a***@comercio.net.br
3406,Lara,Macedo,PF,(11) 99626-9780,1973-04-16,2024-09-21,Cassiano do Sul,RR,09154723680,True,53.0,569,*********80,l***@yahoo.com.br
3430,Gustavo,Azevedo,PF,(47) 92760-4172,1956-12-11,2024-09-21,da Rocha da Serra,RR,97105483601,True,69.0,569,*********01,g***@yahoo.com.br
367,Valentina,Ramos,PF,71994305765,,2024-09-21,Ferreira,PE,90245368710,True,,569,*********10,v***@ig.com.br
